"",BD_ID1,BD_ID2,BD_ID3,BD_ID4,BD_ID5,BD_ID6,BD_ID7,BD_ID8,BD_ID9,BD_ID10,BD_ID11,CTR_ID1,CTR_ID2,CTR_ID3,CTR_ID4,CTR_ID5,CTR_ID6,CTR_ID7,CTR_ID8,CTR_ID9,CTR_ID10,CTR_ID11,CTR_ID12,CTR_ID13,CTR_ID14,CTR_ID15,MDD_ID1,MDD_ID2,MDD_ID3,MDD_ID4,MDD_ID5,MDD_ID6,MDD_ID7,MDD_ID8,MDD_ID9,MDD_ID10,MDD_ID11,SCZ_ID1,SCZ_ID2,SCZ_ID3,SCZ_ID4,SCZ_ID5,SCZ_ID6,SCZ_ID7,SCZ_ID8,SCZ_ID9,SCZ_ID10,SCZ_ID11,SCZ_ID12,SCZ_ID13
HSF1,7.593522,7.414498,7.551313,7.604576,7.818765,7.452378,7.505604,7.570283,7.905238,7.704259,7.670232,7.340414,7.528332,7.5056,7.69391,7.530264,7.551225,7.755854,7.818414,7.797643,7.798849,7.920526,7.86206,7.743096,7.738984,7.742929,7.625776,7.823847,8.057398,7.849767,7.603497,7.807658,7.782184,7.848711,7.659501,7.931121,7.764101,7.596976,7.841152,7.753763,7.559789,7.684184,7.67099,7.432087,7.460204,7.967542,7.468519,7.908966,7.74495,7.751262
PDLIM5,4.19469,4.300449,4.141026,4.067548,4.296824,4.309824,4.394849,4.16677,4.649225,3.909871,4.503751,4.692891,4.582024,4.782004,4.622543,4.624847,4.844545,4.50484,4.417823,4.575403,4.631696,4.714076,4.500377,4.674577,4.605882,4.711818,4.229397,4.167312,4.281362,4.753488,4.204984,4.361431,4.144499,4.38302,4.229146,4.400152,4.246113,4.844835,4.717912,4.620235,4.466328,4.593792,4.412848,4.353382,4.909934,4.74444,4.832742,4.481445,4.358351,4.708964
MSX2,3.91224,3.84105,3.701938,3.912098,3.703137,3.700736,3.969032,3.65019,3.896163,3.918197,3.739111,5.316424,5.217996,5.03437,5.409852,5.112273,5.244062,5.140327,5.12902,4.721838,5.286536,5.547949,4.89766,4.890052,4.869763,5.184156,3.624704,3.99695,3.765337,3.915079,3.848671,3.725306,3.898827,3.878943,3.906616,3.921598,3.881678,5.032185,4.794092,4.97302,5.159254,5.144413,4.642745,5.264164,5.269129,4.87006,5.179121,4.952265,4.946937,5.214099
PML,6.565121,6.569837,6.551878,6.570909,6.629373,6.553288,6.677511,6.553654,6.480951,6.526635,6.675185,7.330089,7.225315,7.30596,7.316944,7.709876,7.497285,7.131602,7.453597,7.275461,7.307404,7.262027,7.269258,7.266297,7.161371,7.180416,6.682785,6.621294,6.663908,6.867981,6.849615,6.664133,6.55716,6.594377,6.815967,6.649274,6.817638,7.271503,7.312671,6.941866,7.559706,7.29431,6.902887,7.276607,7.421127,7.168311,7.553754,7.272436,7.148963,7.017256
DEDD,6.043961,5.914945,6.169624,5.811971,5.874334,6.040275,5.941909,6.045629,6.093379,6.216374,5.90228,5.944118,6.107237,6.31697,6.041116,6.124517,5.819822,5.89681,5.961567,6.023977,6.119039,6.001992,6.125375,5.98728,6.008541,5.990403,6.170577,6.140738,6.142714,6.304331,6.35942,6.139752,5.918746,6.293965,6.19412,6.134906,6.121947,5.946706,6.365684,6.048708,5.925852,5.990342,6.157977,5.953432,6.041752,5.999675,6.207576,6.100354,6.034036,6.134458
RAB8A,6.235237,6.353685,6.318565,6.209181,6.272028,6.468419,6.246321,6.351017,6.258136,6.637794,6.493603,6.236853,6.371022,6.396871,6.398535,6.439216,6.424311,6.470269,6.529503,6.292468,6.572927,6.464621,6.480854,6.668884,6.561993,6.523891,6.472678,6.364704,6.156569,6.439064,6.528779,6.532569,6.794591,6.771773,6.490523,6.551998,6.554276,6.110287,6.369568,6.367855,6.271178,6.373744,6.294706,6.392375,6.388216,6.225772,6.30289,6.398851,6.316914,6.501189
ELF3,4.879226,4.481001,4.630118,4.943885,4.642466,4.624869,4.515094,4.670392,4.605525,4.488687,4.5047,4.442933,4.519279,4.567253,4.48104,4.435011,4.606393,4.175075,4.522027,4.310708,4.287602,4.270632,4.277003,4.336133,4.316118,4.326183,4.422862,4.640296,4.59484,4.848538,4.206409,4.334577,4.187109,4.08123,4.513426,4.244708,4.282222,4.869611,4.349438,4.39036,4.774025,5.161367,4.138501,4.572272,4.335925,4.495776,4.648687,4.117651,4.2827,4.271125
CDC5L,2.918337,2.742434,2.814158,2.760304,2.8702,2.748367,2.831504,2.76849,2.861687,2.910959,2.828363,2.80353,2.854854,2.76373,2.485268,2.735147,2.665962,2.652879,2.717745,2.552579,2.812272,2.398805,2.532268,2.582536,2.560819,2.5824,2.976225,2.668242,2.509241,2.705367,2.75266,2.660373,2.385198,2.613282,2.607182,2.844678,2.744819,2.684717,2.758058,2.669576,2.811586,2.695557,2.910433,2.815312,2.873101,2.800415,2.907908,2.965977,2.841674,2.755937
ZNF211,4.448121,4.722869,4.285932,4.690489,4.267327,4.328995,4.376896,4.39676,4.793549,4.824614,4.56972,4.620693,4.448297,4.758533,4.662692,4.792239,4.68287,4.646707,4.92922,4.828429,4.825383,4.654344,4.776994,4.550013,4.641233,4.809849,4.963731,4.606721,4.532454,4.999643,4.657064,4.793825,4.636482,4.72015,4.665494,4.72196,4.593873,4.39752,4.663391,4.591294,4.972334,4.622613,4.533465,4.292912,4.627515,4.435662,4.521921,4.395415,4.491681,4.500314
FOXF2,4.52534,4.81869,4.936654,4.772364,4.921325,4.825912,5.031065,4.687238,4.923211,4.978635,4.715889,4.862473,5.004159,5.084704,4.809082,4.851822,4.558371,4.808399,4.665814,4.939328,5.041649,4.80045,4.807984,4.651514,4.911662,4.928865,4.813364,5.170577,5.109775,5.503841,4.71565,4.990782,5.32244,5.54519,4.846133,4.909943,4.991391,4.865986,5.05442,4.720401,4.282241,4.653302,4.668416,4.938266,4.763126,4.624448,4.67358,4.927086,4.884096,5.162308
MAML1,5.231746,5.419298,5.110836,5.464451,5.507733,5.408952,5.695874,5.519354,5.648263,4.882403,5.85437,5.743036,5.698882,5.563803,5.752046,5.509033,5.80866,5.74268,5.714758,5.720483,5.801395,5.622296,5.450083,5.395648,5.512136,5.760791,6.036498,5.730918,6.138397,5.926602,5.951724,5.747141,5.682581,6.105782,5.61338,6.054524,5.625561,5.453977,5.748577,5.527912,5.627515,5.546829,5.448306,5.663821,5.746363,5.53973,5.547532,5.559622,5.602754,5.642642
MBD3,8.698839,8.611101,8.88957,8.979128,9.225469,8.880663,8.86485,9.115633,9.354003,8.972595,9.019613,8.922648,8.930953,9.28717,8.953801,8.954296,9.131802,9.059498,9.120969,9.276164,9.10486,9.116779,9.148626,9.07132,9.020346,9.185906,9.145177,9.474592,9.237514,9.460159,8.97482,9.079065,9.052781,9.128254,9.112413,9.148061,9.110009,9.042278,9.022201,9.331698,8.989484,9.084183,9.193131,8.953646,8.820291,9.313845,8.879504,9.080901,9.16438,9.113353
PHF20,4.688708,4.696701,4.714974,4.80422,4.613684,4.757146,4.729959,4.886341,4.621274,4.752948,4.678607,4.711766,4.371343,4.278947,4.326102,4.325534,3.963481,4.542173,3.967856,4.535171,4.593432,4.509871,4.481769,4.754685,4.832192,4.754254,4.481274,4.655453,4.73584,4.287659,4.901578,4.69694,5.024115,4.844216,4.320931,4.376209,4.679626,5.039252,4.740899,4.841833,4.698345,4.890857,4.778419,4.674391,4.695785,4.913723,4.613989,4.845654,4.935799,4.758857
ZC3H4,5.314399,5.655223,5.614223,5.111329,5.870867,5.6643,5.356551,5.669264,6.106323,5.441088,5.83348,5.467042,5.64842,5.934386,5.775884,5.813602,5.313739,5.587188,5.850491,5.839263,6.016855,5.826654,5.799367,5.821204,5.78801,5.620106,5.909337,5.728365,5.895886,5.858848,5.882452,5.75492,5.836522,6.019198,5.696022,6.031444,5.895169,5.551537,6.080638,5.699081,5.526798,5.430157,5.86762,5.606818,5.990936,5.78014,5.744429,5.722064,5.684427,5.977782
STAT1,5.385313,5.818204,5.635282,5.686241,5.410155,5.606796,5.553298,5.723939,5.402056,5.713922,5.540229,5.732146,5.524171,5.071189,5.392629,5.38919,5.357197,5.56799,5.208562,5.337737,5.37926,5.391705,5.313581,5.467403,5.457492,5.563087,5.75969,5.644914,5.417253,5.623407,5.860949,5.809497,5.885643,5.72106,5.672056,5.603315,5.729414,5.457606,6.169577,5.487315,5.502145,5.354014,5.917036,5.712337,5.676487,5.943943,5.749005,5.477296,5.668246,5.506457
TRIP13,4.824858,4.953982,5.115011,5.045553,5.104097,5.36074,5.205681,5.006913,4.760556,4.961998,5.118444,5.563826,5.015441,5.433173,5.262296,5.536069,5.642186,5.363135,4.931365,5.393638,5.315377,5.266895,5.334817,5.335244,5.384341,5.280064,5.49044,5.146851,5.093415,4.693612,5.02003,5.303449,5.294193,5.172421,5.204663,5.317579,5.465031,5.030552,4.934587,4.682014,4.943693,5.343623,5.445546,5.322117,5.365718,4.907687,5.282053,5.01845,5.187593,5.240809
CEBPZ,5.784779,5.806674,5.745212,6.007841,5.861212,5.722916,5.605841,5.786339,6.131856,5.909605,6.10179,5.700561,5.656243,5.44164,5.636578,5.476536,5.575177,5.697007,5.679845,5.579032,5.772467,5.662337,5.742229,5.746758,5.70078,5.713458,5.879733,5.702623,5.974314,5.807105,5.901358,5.858571,5.854539,5.835526,5.615848,6.024814,5.769611,5.840588,5.869301,5.661294,5.631566,5.664945,5.876781,5.671534,5.661611,5.684776,5.429359,5.761257,5.690816,5.57064
ZNF254,3.75934,4.348217,3.750618,4.134466,3.719779,3.997618,3.694496,3.688918,3.423585,5.882974,4.31385,3.650004,3.848394,3.773268,3.577331,3.340463,3.598834,3.868589,3.85858,3.56715,3.755592,3.617303,3.863174,3.778178,3.797292,4.088346,4.295167,3.569821,4.158315,3.883239,4.351964,4.18942,4.227728,5.14327,3.593603,4.108189,3.842051,3.843918,3.514798,3.889879,3.725485,3.561535,3.665242,3.167003,3.636961,3.624789,3.202974,3.384704,3.433264,3.811622
PDE8B,7.980676,8.074479,7.923287,7.878118,8.044826,7.986393,8.169018,8.019439,7.843327,8.022941,7.935959,8.21264,8.321603,8.209854,7.759463,7.989365,7.778718,7.92807,7.588302,8.095813,8.033402,8.052673,8.131301,8.06702,7.964112,7.911304,7.897978,8.437165,8.136656,8.532809,8.066448,8.133995,8.498432,8.464953,7.774849,8.341209,8.401771,8.062284,8.29689,8.495002,8.143341,7.128073,8.607535,8.451638,8.38508,8.483169,8.406065,8.212615,8.306002,8.38899
TULP3,5.687797,5.730233,5.911844,5.725942,5.925326,5.641512,5.751925,5.74707,6.159241,6.125151,5.959376,5.293774,4.82255,5.281106,5.279071,5.01419,5.276666,5.143717,5.862554,5.494248,5.180106,5.176644,5.315569,5.096979,5.46719,5.377641,5.435368,5.277536,5.296689,5.820282,5.692773,5.465484,5.249279,5.526619,5.512938,5.245377,5.007329,5.04969,5.556742,5.140431,5.151388,5.27277,4.953517,4.869665,5.007102,5.540341,4.882794,5.201434,5.036839,5.263089
STAT6,6.194793,6.148332,6.327286,6.034368,6.235391,6.34001,6.421782,6.495836,5.970115,6.044211,6.256091,6.493177,6.314986,6.398733,6.308475,6.528385,6.589713,6.520948,6.235975,6.203918,6.421321,6.433472,6.566077,6.549319,6.554368,6.348138,5.909963,6.708984,6.306144,6.173834,6.125483,6.434923,6.456689,6.268756,6.546292,6.479114,6.40451,6.266966,6.140904,6.172934,6.20654,6.336137,6.263528,6.531387,6.386592,6.130235,6.530724,6.359329,6.211307,6.414692
SETD1A,8.147416,8.078781,7.863978,8.295387,8.050984,8.015943,8.135065,8.02545,8.113227,8.366955,8.126071,7.919637,8.048787,8.172053,8.093706,7.957228,8.126579,7.927564,8.095717,8.229223,7.936115,7.870942,7.933663,7.840845,7.964607,7.961896,7.94948,8.112959,8.117122,8.395733,7.897141,8.037306,7.881184,8.056558,8.065809,8.002771,7.733157,7.988148,8.057677,8.000489,8.196046,8.11855,8.038441,7.651642,7.913289,8.019071,7.777992,7.930694,7.8152,8.016599
MAPK14,5.055943,5.216057,5.018968,5.140699,5.065477,5.120848,5.219025,5.01847,5.197268,5.532802,5.07784,4.88135,4.950676,4.820694,4.988216,4.887413,5.03743,4.865719,4.808015,4.881184,4.916909,4.801225,4.943644,4.913267,4.805776,4.789714,5.129339,5.085133,5.000441,5.14191,4.990236,5.084542,5.243602,5.177446,5.232645,5.290894,5.143485,4.852284,4.847429,4.853986,4.744255,4.645281,5.06052,4.907529,4.877603,4.814028,4.683652,4.865896,4.920879,4.910259
TRIM32,4.832577,4.738565,4.76009,4.826675,4.472482,4.808706,4.72476,4.919797,4.16837,4.412897,4.747701,4.789811,4.819855,4.617548,4.812689,4.784562,4.694006,4.863338,4.557967,4.72148,5.003652,4.750377,4.712989,4.964488,4.801248,5.052287,4.773132,4.645797,4.553347,4.567309,4.6838,4.899934,5.172663,5.054329,4.581196,4.835311,4.917822,4.820665,4.542305,5.093381,4.753632,4.786121,5.188111,4.880387,4.948078,4.890612,4.587539,4.879733,4.862545,5.098757
WHSC1,5.157793,5.201099,5.087742,5.293131,5.079066,4.93484,5.268146,5.133154,5.33331,5.570066,5.379167,4.869683,5.041842,5.170965,5.128915,4.978189,5.111523,4.985699,4.991196,5.016833,5.294967,5.098364,5.093773,5.079136,4.929976,5.055826,5.592812,5.290985,5.383547,5.304253,5.289565,5.31546,5.317413,5.415155,5.282161,5.307171,5.205264,4.891614,4.908317,4.946534,4.933588,5.053342,4.904396,4.888959,4.951877,5.190908,4.779978,5.010401,4.927503,5.095772
TGIF2,6.139884,5.584077,5.479501,6.177032,5.81189,5.576512,5.781828,5.641231,6.512118,5.553249,5.637805,5.509912,5.81589,5.807328,5.781472,5.34603,5.794947,5.646752,5.828461,5.504264,5.387999,5.431144,5.45479,5.551985,5.477888,5.620711,5.97877,5.775799,5.604186,6.566312,5.640583,5.649608,5.601988,5.586152,5.878259,5.857738,5.717505,5.878588,5.539854,5.621289,6.144549,5.63987,5.122322,5.452521,5.380544,5.310533,5.332378,5.464388,5.343693,5.68477
GCLC,5.535278,6.622375,6.823317,6.103796,5.729309,6.335727,5.861905,6.152882,6.393041,6.116095,6.491776,6.335046,5.901636,5.743744,6.209699,6.125726,5.85872,6.100724,6.799625,6.282574,6.008132,5.950003,6.02065,6.005413,6.097976,6.425839,7.014911,5.724611,6.230801,5.751965,6.424111,6.192693,6.40787,6.058252,6.30187,5.802897,6.222226,5.59669,5.818902,5.816145,6.226793,6.089164,6.089485,5.77874,5.917219,5.524544,5.795509,5.883646,5.855856,6.011478
ZNF140,3.282389,3.543265,3.24271,3.40629,3.426706,3.269357,3.658913,3.280502,3.159615,3.30347,3.235562,3.239849,3.352774,3.27529,3.620473,3.300202,3.369342,3.594664,3.555758,3.487518,3.455569,3.320604,3.552138,3.308406,3.351633,3.510439,3.45786,3.435796,3.680499,3.676136,3.40656,3.476633,3.657618,3.538239,3.564007,3.76425,3.606006,3.231577,3.1671,3.356039,3.221279,2.931943,3.305345,3.047805,3.44961,3.295618,3.549629,3.254452,3.056463,3.197401
SKI,4.372563,4.462608,4.769092,4.83212,4.739338,4.67211,4.702844,4.60763,4.733419,4.848557,4.554958,4.599832,4.732024,4.885614,4.685369,4.801853,4.865782,4.725858,4.577601,4.609202,4.679526,4.682434,4.517093,4.573549,4.594568,4.58378,5.048694,5.060282,4.710435,5.098591,4.595034,4.727662,4.585307,4.747213,5.092891,4.893017,4.922552,4.745536,4.657383,4.657098,4.586986,4.893801,4.268084,4.810277,4.909825,4.514672,5.213341,4.820486,4.790681,4.824249
KHSRP,6.537663,6.906036,6.953773,6.53312,6.923265,6.922989,6.790053,6.799477,6.998198,7.254467,6.796541,6.910003,6.750152,6.780305,6.872909,7.032502,6.76299,6.851001,6.84969,6.938323,7.165988,7.002045,7.012434,6.974354,7.063849,7.000436,7.06115,6.837647,7.27919,6.816908,7.239188,6.920766,7.074571,7.036055,6.901455,7.180941,7.17099,6.73554,7.220769,7.010116,6.847644,6.820117,6.849196,6.90292,7.176693,7.13188,6.782118,6.940229,6.980064,7.013094
CORO1A,8.111029,8.006306,8.477908,8.059687,8.151946,8.70572,7.954968,8.706937,7.602076,7.688253,8.058642,7.839264,8.249365,8.63618,8.555763,8.370403,8.455639,8.639324,8.233925,8.250575,8.546987,8.469031,8.86621,8.978501,8.811262,8.843647,7.610315,8.371441,8.059886,7.821794,8.153147,8.684121,8.785346,8.456574,8.431739,8.278303,8.639825,8.359831,7.854014,8.449166,7.868217,7.716203,8.265481,8.239621,7.986926,8.15368,8.29059,8.450395,8.61407,8.668563
LRRFIP1,3.331487,3.629668,3.3187,3.44247,3.610838,3.737967,3.923976,3.754515,3.657273,3.455926,3.383782,3.673597,3.865313,3.25411,3.250056,3.787434,3.526047,3.685736,3.212695,3.34472,3.387901,3.175785,3.430363,3.591678,3.357868,3.529608,3.886153,4.051814,3.94023,3.905145,3.798951,3.807029,4.401492,3.973647,3.518435,3.677565,4.028787,3.653821,4.452958,3.81835,3.440465,3.600357,4.147918,4.272474,4.100347,4.1456,4.087544,3.85363,3.833823,3.876535
MYT1,5.542954,5.309097,5.038635,5.671955,5.454314,5.134488,5.580748,5.182652,5.624286,5.103202,5.041399,6.584111,6.765905,6.37965,6.684065,6.600124,6.892676,6.725476,6.763444,6.508437,6.399513,6.453897,6.231401,6.487919,6.287733,6.307977,5.550022,5.456278,5.341209,5.676154,4.964916,5.146829,5.111796,5.100154,5.304609,5.254995,5.136535,5.493908,5.257438,5.181178,5.443636,5.729533,4.987805,5.334293,5.13687,5.41979,5.211166,5.212164,5.060271,5.26408
RBBP8,4.48484,4.844201,4.766781,4.942721,4.658043,4.771763,4.769501,4.659844,4.741178,4.7111,4.8813,4.893971,4.803267,4.823136,4.79598,4.825598,5.032733,4.917759,4.776795,4.845254,4.878926,4.802523,4.813244,4.66502,4.762846,4.714268,4.996459,4.909091,4.665036,4.874784,4.670147,4.888247,4.761291,4.704894,4.815058,4.757963,4.827766,4.604005,4.590922,4.523256,4.665207,4.986022,4.652584,4.677549,4.721239,4.385315,4.529677,4.651515,4.492168,4.653278
ZNF629,6.338376,6.15686,6.368706,6.276191,6.159656,6.27222,6.204765,6.373279,6.532672,6.683707,6.191657,5.912292,6.119292,6.259989,6.032738,5.666891,6.061086,6.053505,6.216006,6.322103,6.213222,6.169096,6.306602,5.991699,6.338215,6.153448,6.298076,6.44413,6.446433,6.425284,6.411236,6.311704,6.238312,6.190376,6.297443,5.952073,6.009867,6.185883,6.237194,6.399975,6.581348,6.226062,6.092463,5.762397,5.993185,6.271366,5.70607,6.383567,5.973629,6.127685
ATF7,4.188758,4.159741,3.970581,4.214441,4.181816,3.985044,4.277392,4.108881,4.419107,4.049837,4.182463,4.297118,4.318877,4.642986,4.440576,4.415787,4.588795,4.393174,4.466404,4.121444,4.320011,4.309024,4.167878,4.398249,4.391776,4.331137,4.145757,4.532991,4.169816,4.938375,4.056562,4.310255,3.921697,4.187129,4.526738,4.275787,4.319392,4.154058,3.769502,4.129558,4.22991,4.72265,3.810948,4.339083,4.115464,4.062647,4.289683,4.279469,4.131929,4.063673
NMI,3.45438,3.628076,3.528407,3.675927,3.583413,3.943523,3.71418,3.632475,4.136664,3.397403,3.809214,3.739537,3.889886,3.993636,3.806773,3.554769,3.779986,3.738787,3.855683,3.926414,3.665334,3.824924,3.875052,3.518872,3.893312,4.115196,3.937538,4.010838,3.901721,4.029834,4.623746,3.816516,4.042311,4.3414,3.882192,4.106153,3.909029,3.521998,5.064327,3.455974,3.674316,3.64158,3.757136,3.348674,3.943203,3.839219,3.467834,3.662707,3.597829,3.643589
RXRB,7.119821,7.126728,7.11683,7.04752,6.963262,7.095407,7.03981,7.14645,6.902654,6.868626,6.942441,7.113862,7.015844,7.08612,7.16563,6.906654,7.11037,7.412957,7.281229,7.01556,7.044996,7.183981,7.292205,7.457188,7.449294,7.299483,7.131498,7.144658,7.090392,7.143656,6.862376,7.189079,7.314673,7.167681,7.229912,7.172641,7.166173,7.08272,6.844539,6.996219,7.051139,7.179605,6.709008,7.008906,6.849254,6.903025,6.893006,7.168725,7.15994,7.100831
ATF2,4.142649,4.588117,4.410202,4.038483,4.205731,4.548205,4.349228,4.323133,4.169698,4.493396,4.163485,4.691028,4.512418,4.341546,4.138276,4.457718,4.240813,4.453659,4.220388,4.46818,4.436271,4.38861,4.523641,4.432771,4.362195,4.609538,4.395939,4.454647,4.360719,4.355182,4.560587,4.573088,4.738077,4.591153,4.198054,4.614517,4.671767,4.337895,4.225964,4.42216,4.02396,3.887798,4.448991,4.417334,4.452174,4.426422,4.31024,4.371628,4.610305,4.373859
BMPR1A,4.981576,5.263593,5.279537,5.151262,5.179551,5.509985,5.009412,5.257952,5.318889,5.302517,5.292581,5.142693,5.164508,5.279056,4.801042,4.919255,4.906167,4.981586,4.642734,5.037018,5.124225,5.049753,5.257475,5.09658,5.056888,5.351901,5.507917,5.070819,5.151208,5.130327,5.324277,5.374193,5.270292,6.075386,5.023249,5.367259,5.231914,5.029588,4.921757,5.11608,4.818226,5.046343,5.092214,5.006324,4.888425,4.989021,5.227153,5.107318,4.984998,5.125036
PRKRIR,3.156537,3.896012,3.487225,3.346961,3.114419,3.708917,3.574872,3.283541,3.364349,4.198196,3.546336,3.638166,3.652872,3.602179,3.651476,3.403671,3.524433,3.750566,3.364583,3.453466,3.707299,3.850815,3.750433,3.935283,3.646338,3.731676,3.698792,3.52789,3.884066,3.309053,3.839691,4.021995,4.140697,4.049188,3.551522,3.744544,3.955618,3.41853,3.496342,3.640458,3.315914,3.109259,3.994565,3.451084,3.575257,3.732658,3.532589,3.465064,3.724059,3.742687
CASK,4.696577,4.978529,5.12803,4.554988,4.627578,4.944228,4.589673,4.669767,4.941674,5.080973,5.033068,4.812451,4.654614,4.741753,4.668974,4.65161,4.354325,4.608213,4.398661,4.678321,4.779716,4.55153,4.700414,4.63759,4.827616,4.769175,5.028486,4.60982,4.735846,4.911871,4.621423,4.667502,4.735089,4.949949,4.707389,4.967051,4.837442,4.893306,4.767955,4.692757,4.47726,4.692836,4.754544,4.822298,4.9112,4.676537,4.806543,4.872152,4.863247,4.941167
MET,4.681441,4.667812,4.644174,4.70256,4.788853,4.750947,4.835508,4.695583,4.863286,4.716474,4.613331,4.232719,4.111193,4.334197,4.574598,4.202519,4.510842,4.396721,4.545415,4.205164,3.995678,4.366345,4.051291,4.188821,3.9769,4.088521,4.893978,4.867049,4.566669,5.111112,4.39443,4.745372,4.646055,4.557722,4.774419,4.84809,4.643005,4.276472,4.032467,4.23122,4.042892,4.027235,3.823654,4.19962,4.206245,4.037566,4.372016,4.099138,4.179077,4.276679
TCF3,5.118221,5.133526,5.166274,5.111844,5.240536,4.970956,5.199236,4.96261,5.463543,4.710658,5.231335,5.268232,5.247712,5.420663,5.348993,5.190711,5.445251,5.24989,5.433776,5.520661,5.584159,5.471713,5.326775,5.233336,5.500359,5.588387,5.380013,5.093023,5.230103,5.851607,5.247079,5.104765,5.075462,5.218726,5.08894,5.221409,5.042832,5.115149,5.575976,5.378177,4.886111,5.150656,5.656737,5.032286,5.350377,5.558543,5.098932,5.365924,5.432506,5.32325
LEF1,4.771445,5.09181,5.352694,5.110044,4.982964,5.339026,4.970804,4.714989,5.148946,4.566887,5.079802,4.933458,5.070766,4.875149,4.72294,5.341528,5.169043,5.050544,4.547812,4.853682,5.084095,4.90442,4.507951,4.721884,5.050131,4.996701,5.012909,5.37429,5.410584,5.409468,5.260495,5.473186,5.535357,5.395099,5.153517,5.27054,5.329911,4.911789,5.178606,4.594369,4.589214,5.040548,4.823928,5.3074,5.041821,5.11979,5.1698,4.626562,4.545616,5.015934
EYA1,3.278196,3.226588,3.462169,3.001441,3.244845,3.434149,3.247936,3.222164,3.511223,3.15518,3.265937,3.165034,2.922095,3.583237,3.101701,3.096906,3.167767,2.867586,2.95385,3.080671,3.123092,3.045898,2.939534,3.112801,3.096906,3.130626,3.363279,2.97995,3.204331,3.33723,2.764999,3.024098,3.00537,3.313554,3.061036,3.057858,3.113276,3.572404,3.154696,3.22156,3.405084,3.39894,3.055204,3.052412,3.141372,3.1521,3.351993,3.206753,3.092735,3.282112
RBPMS,4.461168,4.653701,4.477893,4.704585,5.290074,4.356698,4.628273,4.290556,5.158777,4.505929,4.479445,4.882127,4.983942,4.741392,4.979942,5.055803,5.063359,4.579604,5.145525,4.436633,4.741141,4.938418,4.608565,4.796064,4.705537,4.404714,4.622624,5.122588,5.04508,5.462221,4.578234,4.736098,4.477077,4.604143,5.076809,4.966456,5.033439,4.809091,4.807354,4.762491,4.92827,4.980478,4.892027,5.141288,5.060399,4.793532,5.011424,5.134518,4.771867,4.864041
RBFOX2,5.782623,5.519605,5.458064,5.553238,5.542523,5.30918,5.385293,5.410202,5.700662,5.306841,5.495812,7.290359,7.264191,7.458004,6.727487,7.208069,6.86503,7.169381,7.050694,7.53761,7.754651,7.370727,7.534174,7.175485,7.168554,7.147956,6.887524,7.444161,7.41351,7.496005,7.180337,6.320767,7.10102,7.509682,7.015646,7.85977,7.316345,7.648705,7.830342,7.758481,6.848924,6.597809,7.579915,6.247611,7.042935,7.953039,6.961046,7.424611,7.68733,7.681632
